,accuracy,f1_macro,f1_sample,hamming_loss,jaccard_macro,jaccard_samples,vectorizer,model
0,0.11899633092673689,0.3070479541884512,0.3870100247328322,0.09019833285426847,0.19147880219116903,0.3054120538526977,tfidf,Logistic Regression
1,0.09118238844833708,0.2649864009749547,0.35531357570770516,0.08832744365351775,0.16058533374085962,0.2752596369320242,tfidf,Multinomial Naive Bayes
2,0.18139424783998107,0.3105816052014241,0.40613568149607915,0.0759261451059297,0.19497093786527106,0.3397318901952587,tfidf,XGBoost
3,0.1505977038702805,0.2540053997045718,0.37663428666387594,0.07747155200108212,0.16207002171983495,0.31108818602131416,tfidf,SGD
4,0.12813350692389633,0.30505083856896376,0.38735088651173394,0.09128214666148149,0.18973378746545305,0.30793060144048423,bow,Logistic Regression
5,0.07290803645401822,0.2568315916363921,0.34530744742088926,0.10579358503964967,0.15286842130197584,0.2592740764843972,bow,Multinomial Naive Bayes
6,0.18513433542431057,0.3078586340259072,0.4073683075777998,0.07588810171956106,0.19346283506158005,0.34172350571273524,bow,XGBoost
7,0.15670493549532488,0.3032460402275524,0.3931557855750068,0.08322793906294912,0.19101391650397184,0.32222914005551,bow,SGD
